,Unnamed: 0,clean_post,source
675,40," راندوني من جسر 9 أمتار إلى بحيرة أورفل   غابة أكفادو   مسار جديد و حصري  .  الجمعة_28_اكتوبر_2022 .  السعر : 1800 دج .  .  في خرجة جديدة وحصرية  تدعوكم ياس_أدفونتر_ديزاد لقضاء أوقات ممتعة و لإكتشاف المسار الجديد في عمق  غابة أكفادو  بولاية بجاية الذي يربط جسر 9 أمتار و بحيرة اورفل الساحرة   وجهة رائعة بعيدة عن ضغط المنزل او العمل ، لتغيير الجو و راحة البال   .  .  الإنطلاق : الجمعة 28 أكتوبر 2022 على 06:30  .  العودة : في نفس اليوم على حوالي 21:00  .  مكان الإنطلاق : . العاصمة : (ساحة عيسات ايدير )  أمام UGTA  . إمكانية التوقف في الطريق ضمن حدود خط سير الرحلة .  .  يمكنكم الاطلاع على تفصيل البرنامج على الرابط الموالي : . https://facebook.com/events/s/traversee de la foret dakfadou/440203698255212/ .  . هام: .   نقدم لكم خصم 30٪ عبر التطبيق  هيتش_الجزائر لتسهيل تنقلكم صباحاً و مساءاً .   بطاقة المنخرط : 5 خرجات مع مجموعة ياس ادفنتر ديزد = خرجة مجانية .   يشترط ان يتمتع المشاركون بصحة جيدة وحالة جسدية جيدة .  .  الحجز : .   لحجز أماكنكم  يجب إرسال للصفحة  : صورة لبطاقة التعريف + رقم الهاتف. .   بعد ذلك ستصلك رسالة تأكيد الحجز .  معلومات إضافية : .  0550632485 .  0799715030 . _______________________ .  .  Randonnée Pédestre   Traversée de la forêt d'Akfadou "" Pont des 9 mètres vers Lac Urufel "" Un Nouveau Circuit  .  Vendredi_28_Octobre_2022  .  Prix : 1800 Da .  . < Ambiance familiale et conviviale   .  .  Départ : Vendredi 28 Octobre 2022 à 06H30  .  Retour : Le même jour vers 21:00 .  Point de rendez vous : .   Alger Centre : place de Aissat Idir  .   Possibilité de faire des ramassages dans la limite de notre itinéraire  .  .  Vous pouvez consulter le Programme sur le lien suivant: . https://facebook.com/events/s/traversee de la foret dakfadou/440203698255212/ .  . NB: .   Un code promo de 30% via l'application  Heetch_Algerie vous sera accordé à fin de faciliter votre déplacement le matin ainsi que le soir. .   Option carte de fidélité cinq sorties la sixième est gratuite. .   Une bonne santé est requise pour participer. .  .   Informations_Réservations : .   Pour réserver votre place  il suffit d'envoyer à notre Page Facebook  : Une photo de votre pièce d’identité + Numéro de téléphone. .  .   Contact : .  0550632485 .  0799715030",YES ADVENTURE
676,41,"https://www.facebook.com/313944596067593/posts/1243630369765673/ .  . YES Adventure DZ . 10 octobre, 20:09 · .  .  Séjour à Constantine – Guelma – Hammam Meskhoutine  . Spécial Vacances d'automne, tourisme thermal. .  .  Programme du Vendredi 28 au Dimanche 30 Octobre 2022   EN 03 JOURS ET 02 NUITÉES dans l'Hôtel GREENLAND à partir de 14000 DA /  Personne .  .  Départ : Vendredi le 28 10 2022 à 06H30 par bus. .  Retour : Dimanche le 30 10 2022 vers 20H30 .  Point de rendez vous : .   Alger Centre : la place de Aissat Idir  .  .   AU_PROGRAMME  .  (Constantine) : .   Visiter Les Sites Touristiques Suivants (ticket d’accès inclus dans le prix) : .   Palais Ahmed Bey ; .   Musée Cirta ; .   Hai Eswika ; .   Jardin Bardot ; .   Mosquée Emir Abdelkader ; .   Statue de Constantin & Gare Ferroviaire ; .   Pont Mellah Slimane ; .   Pont Sidi Rachid ; .   Pont du Diable ; .   Rue de Yougoslavie ; .   Pont du Pigeon ; .   Pont de Sidi M'Sid ; .   Monument aux Morts ; .   Jardin de Sousse ; .   Pont Bab Al Qantara ; .   Pont Ottoman ; .   Pont Romain & Derb EL Siyah ; .   Théâtre Régional de Constantine ; .   Diner traditionnelle le Vendredi : Salade Algérienne + Chorba Frik + Chekhchoukha au Poulet + Boissons soft et eau Minérale + Thé Maison) ; .   Soirée Musicale animée par un Groupe Local de MALOUF. .  (Guelma) : .   Visiter de la Grotte Ben Osmane ; .   Tahmima dans complexe touristique thermal (Hammam Meskhoutine) des chambres privées ; .   Visiter les fameuses Chutes de Hamam Debagh ; .   Visite du Lieu de Naissance de l'Ancien Président Houari Boumediene ""Mohamed Boukherouba"" ; .   Visite de la Ville de Guelma ; .   Visite du Théâtre Romain de Guelma. .  .  Vous pouvez consulter le Programme sur le lien suivant: . https://facebook.com/events/s/sejour a constantine guelma ha/5295675603876614/ .  .   Informations_Réservations : .   Pour réserver votre place  il suffit d'envoyer à notre Page Facebook  : Une photo de votre pièce d’identité + Numéro de téléphone suivi du Nom de la Sortie. .  .    Contact : . 0550 63 24 85 . 0799 71 50 30 .  .  خرجة إلى مدينة قسنطينة و قالمة مع تحميمة في حمام المسخوطين  .  .  برنامج 3 ليالي إبتداءا من الجمعة 28 الى الأحد 30 أكتوبر 2022 في فندق قرينلاند الرائع   السعر إبتداءا من 14000 دج  .  . مرحبا بالجميع ",YES ADVENTURE
677,42," Randonnée de sensibilisation contre le cancer du sein à la forêt d'Akfadou – Lac Vert (Agoulmim Mezzo)  .  Vendredi_28_Octobre_2022  .  Uniquement pour les femmes  .  Prix : 1600 Da .  . "" YES Adventure DZ ""  vous offre l'occasion de profiter d'une magnifique journée à la forêt de Yakouren , qui se trouve à Tizi Ouzou, plus exactement Lac Vert   .  .  Départ : Vendredi 28 Octobre 2022 . .  Retour : Le même jour vers 20h00 . .  Point de rendez vous : .   Alger Centre : place Aissat Idir  .   Possibilité de faire des ramassages dans la limite de notre itinéraire  .  .  Au Programme : .     Randonnée facile (4 km au total )  .   Découvrir le LAC Vert  .   Une Séance de sensibilisation contre le cancer du sein. .   Pique nique  en plein nature . .   Temps libre, relaxation . .  .  Vous pouvez consulter le Programme sur le lien suivant: . https://facebook.com/events/s/randonnee rose speciale pour e/677388060312286/ .  . NB: .   Un code promo de 30% via l'application  Heetch_Algerie vous sera accordé à fin de faciliter votre déplacement le matin ainsi que le soir. .   Option carte de fidélité cinq sorties la sixième est gratuite. .  .   Informations_Réservations : .   Pour réserver votre place  il suffit d'envoyer à notre Page Facebook  : Une photo de votre pièce d’identité + Numéro de téléphone. .  .   Contact : .  0550632485 .  0799715030 .  .  رحلة و راندوني منظمة لإكتشاف البحيرة الخضراء (أڨولميم مازي) لغابة أكفادو  .  الجمعة_28_اكتوبر_2022 .  الرحلة مخصصة للنساء فقط .  السعر : 1600 دج .  . في أجواء ودية وعائلية  تدعوكم مجموعة ياس_ادفونتر_ديزد لرحلة ليوم واحد لقضاء اوقات ممتعة و لإكتشاف  غابة أكفادو بولاية تيزي وزو وبالضبط البحيرة الخضراء  وجهة رائعة بعيدة عن ضغط المنزل او العمل ، لتغيير الجو و راحة البال   .  الإنطلاق : الجمعة 28 اكتوبر 2022 على 7:00  .  العودة : في نفس اليوم على حوالي 20:00  .  مكان الإنطلاق : . العاصمة : (ساحة عيسات ايدير )  امام UGTA  . إمكانية التوقف في الطريق ضمن حدود خط سير الرحلة .  . هام: .   نقدم لكم خصم 30٪ عبر التطبيق  هيتش_الجزائر لتسهيل تنقلكم صباحاً و مساءاً .   بطاقة المنخرط : 5 خرجات مع مجموعة ياس ادفنتر ديزد = خرجة مجانية .  .  معلومات إضافية : .  0550632485 .  0799715030",YES ADVENTURE
678,43,"Voici quelques photos prises lors de notre sortie à Azrou n'Taghat 21 Octobre 2022 . Pour plus de photos, N'hésitez pas à nous rejoindre dans le groupe YES Family ",YES ADVENTURE
679,44,"VEN., 28 OCT. . Randonnée Rose spéciale pour Elle",YES ADVENTURE
680,45,Importants : . nous invitons toute personne souhaitant participer à nous rando de lire attentivement les conditions de participation: .  .  chaussures de randonnée. .  veste en cas d'intempéries. .  Chapeau ouPlus casquette . .  sac à dos muni de votre déjeuner + une bouteille d'eau au minimum. .  être à l'heure rassemblement à 06:30. .  Lieu de rassemblement : https://maps.app.goo.gl/KYBvuHocCogxuvJz6. .  Et biensûr votre sourire et votre bonne humeur. .  .  Les accompagnateurs se réservent le droit de modifier le parcours en fonction des conditions défavorables. .  . Nous nous réjouissons à l'avance de vous voir. .  . N'oubliez pas que l'aventure commence par un Yes  .  . Pour plus d'informations n'hésitez pas à nous contacter.,YES ADVENTURE
681,46,"MAR., 1 NOV. . Randonnée au Parc National de Theniet El Had",YES ADVENTURE
682,47,"VEN., 28 OCT. . Traversée de la forêt d'Akfadou",YES ADVENTURE
683,48,"VEN., 28 OCT. . Visite Culturel & Touristique à Bou Saâda",YES ADVENTURE
684,49,"YES Adventure DZ© cherche continuellement à vous satisfaire, nous travaillons sur les programmes les plus intéressants et aussi les plus adaptés, afin de faire un geste en vers vous mes dames ! . On vous offrePlus une réduction de 15 % sur les évènements de la semaine prochaine ainsi qu'une randonnée uniquement pour les femme la dernière semaine du mois d'Octobre vers le LAC VERT (un coup de cœur et un challenge pour les amateurs des randonnées pédestres). . Le parcours proposé sera accompagné par nos animateurs et animatrices feront environ 5 km à 7 km, suivi par une compagne de sensibilisation car nous sommes persuadé que ensemble nous pouvons vaincre la maladie. . Rendez vous le 28 Octobre 2022 au Lac Vert, au niveau du Massif Montagneux de l'Akfadou. .  . Tous ensemble contre le cancer du sein, protégeons les femmes que nous aimons.",YES ADVENTURE
685,50,https://www.facebook.com/groups/325016768220319/permalink/1122743698447618/,YES ADVENTURE
686,51,N'hésitez pas à nous rejoindre dans le groupe YES Family ,YES ADVENTURE
687,52," Randonnée Pédestre vers le Sommet de Lalla Khedidja  .  Vendredi_21_Octobre_2022  .  Prix : 2000 Da .  . "" YES Adventure DZ ""  vous offre l'occasion de profiter et d'atteindre l'un des plus hauts sommets d'Algérie dans le massif montagneux du Djurdjura en Kabylie pour arriver à 2 308 mètres d'altitude soit 7 572 pieds   . < Ambiance familiale et conviviale   .  .  Départ : Vendredi 22 Octobre 2022 .  Retour : Le même jour vers 21:00 .  Point de rendez vous : .   Alger Centre : La place de Aissat Idir  .   Possibilité de faire des ramassages dans la limite de notre itinéraire  .  .  Programme : .   Randonnée  Pédestre (18km au total) . .   Niveau de Difficulté : 8/10 avec un dénivelé positif important 700m .   Pique nique  en plein nature . .   Temps libre, relaxation . .  .   Informations_Réservations : .   Pour réserver votre place  il suffit d'envoyer à notre Page Facebook  : Une photo de votre pièce d’identité + Numéro de téléphone. .   Contact : .  0550632485 .  0799715030 .  .  راندوني إلى ثالث أعلى قمة جبلية في الجزائر   قمة لالا خديجة  .  الجمعة_21_أكتوبر_2022 .  السعر : 2000 دج .  .  الإنطلاق : الجمعة 21 أكتوبر 2022 على 06:30  .  العودة : في نفس اليوم على حوالي 21:00  .  مكان الإنطلاق : . العاصمة : (ساحة عيسات ايدير )  . إمكانية التوقف في الطريق ضمن حدود خط سير الرحلة .  .  يمكنكم الاطلاع على تفصيل البرنامج على الرابط الموالي : . https://www.facebook.com/events/842384726761300 .  . هام: .   نقدم لكم خصم 30٪ عبر التطبيق  هيتش_الجزائر لتسهيل تنقلكم صباحاً و مساءاً .   بطاقة المنخرط : 5 خرجات مع مجموعة ياس ادفنتر ديزد = خرجة مجانية .   يشترط ان يتمتع المشاركون بصحة جيدة وحالة جسدية جيدة .  .  الحجز : .   لحجز أماكنكم  يجب إرسال للصفحة  : صورة لبطاقة التعريف + رقم الهاتف. .  .  معلومات إضافية : .  0550632485 .  0799715030",YES ADVENTURE
688,53," Randonnée Pédestre   Dans la forêt d'Akfadou ""Le sommet d'Azrou n'Taghat/Pont des 9 mètres"" Un Nouveau Circuit  .  Vendredi_21_Octobre_2022  .  Prix : 1800 Da .  . "" YES Adventure DZ ""  vous offre l'occasion de profiter d'un nouveau circuit à la magnifique forêt d'Akfadou Wilaya de Béjaïa pour découvrir le pont des 9 mètres et le deuxième plus haut sommet à Akfadou Azrou n'Taghat   . < Ambiance familiale et conviviale   .  .  Départ : Vendredi 21 Octobre 2022 .  Retour : Le même jour vers 21:00 .  Point de rendez vous : .   Alger Centre : La place de Aissat Idir  .   Possibilité de faire des ramassages dans la limite de notre itinéraire  .  .  Programme : .   Randonnée  Pédestre (17km au total) . .   Niveau de Difficulté : 7/10 avec un dénivelé positif important 700m .   Pique nique  en plein nature . .   Temps libre, relaxation . .  .   Informations_Réservations : .   Pour réserver votre place  il suffit d'envoyer à notre Page Facebook  : Une photo de votre pièce d’identité + Numéro de téléphone. .   Contact : .  0550632485 .  0799715030 .  .  راندوني في غابة اكفادو   أزرو تغات/جسر 9 أمتار   مسار جديد  .  الجمعة_21_أكتوبر_2022 .  السعر : 1800 دج .  .  الإنطلاق : الجمعة 21 أكتوبر 2022 على 06:30  .  العودة : في نفس اليوم على حوالي 21:00  .  مكان الإنطلاق : . العاصمة : (ساحة عيسات ايدير )  . إمكانية التوقف في الطريق ضمن حدود خط سير الرحلة .  .  يمكنكم الاطلاع على تفصيل البرنامج على الرابط الموالي : . https://www.facebook.com/events/1976969532508653/ .  . هام: .   نقدم لكم خصم 30٪ عبر التطبيق  هيتش_الجزائر لتسهيل تنقلكم صباحاً و مساءاً .   بطاقة المنخرط : 5 خرجات مع مجموعة ياس ادفنتر ديزد = خرجة مجانية .   يشترط ان يتمتع المشاركون بصحة جيدة وحالة جسدية جيدة .  .  الحجز : .   لحجز أماكنكم  يجب إرسال للصفحة  : صورة لبطاقة التعريف + رقم الهاتف. .  .  معلومات إضافية : .  0550632485 .  0799715030",YES ADVENTURE
689,54," Randonnée extrême vers le Sommet LALLA Khedidja . Prix : 2 000 DA / Personne .  Date : Vendredi 21 Octobre 2022 . YES Adventure DZ© cherche continuellement à vous satisfaire, nous travaillons sur les programmes les plus intéressants et aussi les plus adaptés, afin de vous faire visiter les plus beaux endroits en Algérie tout en respectant la faune et la flore. . Notre prochaine destination a toujours été un coup de cœur et un challenge pour les amateurs des randonnées pédestres ... .  Sommet LALLA Khedidja Randonnée extrême d'environ 18km à 2 308 mètres d'altitude c'est le deuxième plus haut sommet au nord de l'Algérie, une aventure incroyable, qui vous mènera aux portes du ciel. . ________________________ .  Date : Vendredi 21 Octobre 2022 . Programme : .  06H15 : Rassemblement a la place Aissat idir. . Départ à 06H30 . NB : Aucun retard n'est accepté. .  Cette randonnée nécessite une certaine condition physique. .  Pensez à bien vous reposer la veille de la randonnée afin d'éviter les problèmes cardiovasculaires .  Déplacement se fera par Bus Confortable (Higer)  .  Retour le même jour  .  21h00 : Arrivée probable à Alger incha'allah .                                        .  Fiche Technique .  Difficulté : très difficile .  Parcours : 18 Km en Aller   Retour .  Altitude : 2308 mètres d'altitude .  Sentier : très technique avec un dénivelé positif cumulé important .  Technicité : .  Chaussures randonnée OBLIGATOIRE .  Au sommet, un vent froid peut souffler : prévoir des vêtements adaptés. .  à prévoir les conditions météorologiques .                                 .  Frais de Participation : .                                 .  Prix : Gratuit  2 000 Da /  personne .  Déjeuner non inclus  .  Transport inclus  . Pour réserver vos places veuillez envoyer via la Messagerie de notre page Facebook une photo de la pièce d'identité plus Numéro de Téléphone (personnel à chaque inscrit) suivi par le nom de la sortie . Ou bien par SMS sur le numéro suivant .   0550632485 / 0799715030 .  A ne pas oublier : . • Tout désistement doit être signalé par téléphone pour le bon déroulement de la sortie ; .                                                            .  À prévoir : . Il est fortement recommander de se munir des équipements suivant pour cette randonnée : .  Chaussures de marche type trekking avec une bonne tenue pour la cheville + une paire de chaussettes en plus .  Sac à dos pour avoir les mains libres .  une bouteille (1.5L) d'eau pour éviter la déshydratation .  Il vaut mieux porter une casquette où bien un bonnet + une paire de gants + bâton de randonnée. .  Il est obligatoire d'apporter tout vos besoins nutritionnels (biscuit, jus, sandwichs ...avec vous dés le début) .                                                              .  NB : .  Le respect doit être mutuel entre les membres .  Nous insistons sur le respect de l'heure  de rassemblement matinal : 06h15. Nous appelons les retardataires à respecter les gens ponctuels.( Les retardataires ne seront pas attendus) .  Restez groupés durant la rando pour éviter le cumul des retards. . Ce programme peut subir des modifications ou des aménagements en fonction des critères techniques, nombres de participants, impératifs de sécurité du moment. . Dans ce cas, seuls les responsables de l’encadrement sont habilités à prendre les décisions nécessaires au bon déroulement du circuit. .                                                              . Les principes fondamentaux de nos sorties : Sécurité, Respect, écologie et bonne ambiance. . (Sortie solidaire, soutien au tourisme local) . ______________________ . Pour tous les Amoureux de l'Aventure, du Voyage & Tourisme, une seule adresse YES Aventure DZ . ______________________ . YES Aventure DZ  iS My Only Love . ______________________ . ALWAYS SAY YES TO NEW ADVENTURES .  TOURISME_2022  AVENTURES  DECOUVERTE  RELAXATION .  YES_ADVENTURE_DZ  WEEK_END . _______________________",YES ADVENTURE
690,55,"VEN., 21 OCT. . Randonnée Pédestre vers Le Sommet de Lalla Khedidja",YES ADVENTURE
691,56,"VEN., 21 OCT. . Randonnée Pédestre vers Le Sommet d'Azrou N'Taghat",YES ADVENTURE
692,57,N'hésitez pas à nous rejoindre dans le groupe YES Family,YES ADVENTURE
693,58,"Il reste encore quelques places  . https://www.facebook.com/313944596067593/posts/1239495453512498/ .  . YES Adventure DZ . 5 octobre, 20:40 · .  .         . تخييم في البحيرة الخضراء – اعكورن  .  من الجمعة 14 إلى السبت 15 أكتوبر 2022  . السعر: 3500 دج .  . نقترح عليكم رحلة تخييم الى الموقع السياحي المعروف باسم ""البحيرة الخضراء "" الواقعة في غابة اعكورن بتيزي وزو. تشتهر هذه البحيرة باشجارها الكثيفة، والتي يرتبط اسمها بلون مياهها الخضراء وجهة رائعة بعيدة عن المدينة، لتغيير الجو و راحة البال   .  .  الإنطلاق يوم الجمعة 14 أكتوبر على ساعة : 06:45 ⏱ من الجزائر العاصمة: ساحة عيسات إيدير بجوار محطة الميتروا . إمكانية التوقف في الطريق ضمن حدود خط سير الرحلة  .  تاريخ العودة إلى الجزائر العاصمة : السبت 15 اكتوبر على الساعة 20:30⏱ .  .  برنامج_التخييم .  الوصول الى مكان التخييم وبداية نصب الخيم. .  تناول وجبة الغذاء. .  جولة روندوني لاكتشاف المكان. .  جمع الحطب وإشعال نار المخيم لتناول وجبة العشاء. .  جولة ليلية مشيا على الأقدام. .  سهرة تعارف بين المشاركين، بالإضافة إلى لعبة لوڨارو  .  اليوم الثاني الاستيقاض صبحا تناول فطور الصباح. .   روندوني صباحية في المنطقة  .   الفطور . .   تنحية التخييم . .   عملية تنظيف المكان. .   صورة جماعية للتذكرة، و العودة إلى العاصمة . .  .  ما يجب إحضاره : . خيمة (إمكانية كراء خيمة من عندنا بالطلب) , كيس النوم (أو كوفيرطا) . ملابس للتغيير، بساط، مصباح يدوي، شاحن الهاتف. . المبلغ الكافي للأكل أو كل مشتريات خاصة . . إحضار وجبة الغذاء من أكل وشرب، علما أنه ستكون لنا حصة شراء . المستلزمات أثناء الرحلة. . الحضور بمزاج جيد من أجل قضاء وقت رائع كما عودناكم دائما . .  .  السعر : 3500 دج للشخص .   الأطفال (أقل من 12سنة) : 2500 دج. . الاكل غير محتسب في السعر. .  .  مهم : .   نقدم لكم خصم 30٪ عبر التطبيق  هيتش_الجزائر لتسهيل تنقلكم صباحاً و مساءا .   بطاقة المنخرط : 5 خرجات مع مجموعة ياس ادفنتر ديزد = خرجة مجانية .   يجب إحترام مواقيت الرحلة من الإنطلاق إلى العودة (لا يتم إنتظار المتأخرين). .   الدربوكة ممنوعة منعا باتا. .   الأماكن جد محدودة. .   يمكن تغيير مواعيد الرحلات حسب الأحوال الجوية. .   الحد الأدنى لعدد المشاركين المطلوب 15 شخصًا. .  .  الحجز : .   لحجز أماكنكم  يجب إرسال للصفحة  : صورة لبطاقة التعريف + رقم الهاتف متبوع باسم الخرجة .  معلومات إضافية : . 0550632485 0799715030",YES ADVENTURE
694,59," رحلة سياحية مميزة إلى بسكرة   شرفات الغوفي وحمام معدني  .  ابتداءا من يوم الأحد 30 أكتوبر الى الثلاثاء 01 نوفمبر 2022   3 أيام و 2 ليالي الاقامة في فندق رائع باب الصحرة، نصف اعاشة بسعر 14500 دج  .  .  تقترح عليكم وكالة ‘’YES Adventure DZ‘’ رحلة سياحية مميزة بجنوب الوطن  رحلة ترفيهية فريدة من نوعها لإكتشاف بوابة صحراء الجزائر و عروس الزيبان الخلابة و المعروفة بواحاتها وغروب الشمس لا مثيل له في العالم لأخذ الصور التذكارية و المرح رفقة الأصدقاء أو العائلة  .  .  الانطلاق_يوم : الأحد 30 أكتوبر على الساعة 6:30  .  العودة_يوم : الثلاثاء 01 نوفمبر على الساعة 21:00  .  نقطة_الانطلاق : من ساحة اول ماي العاصمة(UGTA) . . مرورا على الطريق الوطني شرق (الاخضرية – البويرة ... ) .  .  برنامج_الرحلة : .  زيارة القنطرة بسكرة .  زيارة الدشرة الحمراء .  أخذ تحميمة في حمام سيدي يحيا .  زيارة المسجد و المعلم التاريخي سيدي عقبة بن نافع .  زيارة واحات مشونش .  زيارة منزل سي الحواس و مصنع صناعة الفخار .  زيارة شرفات الغوفي الشهيرة .  التوجه للتمتع برمال الصحراء .  زيارة طولڨة لشراء التمور .   سهرة موسيقية مع فرقة محلية .  .  يمكنكم الاطلاع على تفصيل البرنامج على الرابط الموالي : . https://facebook.com/events/s/voyage organise vers biskra et/821449842390534/ .  . للحجز يرجى ارسال صورة لبطاقة التعريف الوطنية ورقم الهاتف في بريد الصفحة . لتأكيد الحجز يجب دفع 5000 دج من المبلغ في مقر الوكالة أو في C.C.P ثم ارسال صورة لوصل الدفع لإتمام الحجز .  . لمزيد من المعلومات يمكنكم الاتصال بنا على الرقم التالي : . 0550632485 . 0799715030 .  .  Voyage organisé vers Biskra et le Canyon de Ghoufi  .   YES_Adventure_DZ vous propose un Voyage exceptionnel vers La reine des Ziban Biskra et le Canyon de Ghoufi  .  Du Dimanche 30 Octobre au Mardi 01 Novembre 2022   EN 03 JOURS ET 02 NUITÉES dans l’hôtel Bab Sahara, en Demi Pension à un prix de 14 500 DA par Personne  .  .  IMPORTANT  : .   Un code promo de 30% via l'application  Heetch_Algerie vous sera accordé à fin de faciliter votre déplacement. .   Tout désistement doit être signalé au plus tard deux jours avant l’événement, Toute réclamation reçue après cette date ne sera pas admissible. .   La place est considérée comme réserver qu'après paiement de 5000 Da. .  .    Contact : . 0550 63 24 85 . 0799 71 50 30",YES ADVENTURE
695,60,"DIM., 30 OCT. . Voyage organisé vers Biskra et le Canyon de Ghoufi",YES ADVENTURE
696,61," Séjour à Constantine – Guelma – Hammam Meskhoutine  . Spécial Vacances d'automne, tourisme thermal. .  .  Programme du Vendredi 28 au Dimanche 30 Octobre 2022   EN 03 JOURS ET 02 NUITÉES dans l'Hôtel GREENLAND à partir de 14000 DA /  Personne .  .  Départ : Vendredi le 28 10 2022 à 06H30 par bus. .  Retour : Dimanche le 30 10 2022 vers 20H30 .  Point de rendez vous : .   Alger Centre : la place de Aissat Idir  .  .   AU_PROGRAMME  .  (Constantine) : .   Visiter Les Sites Touristiques Suivants (ticket d’accès inclus dans le prix) : .   Palais Ahmed Bey ; .   Musée Cirta ; .   Hai Eswika ; .   Jardin Bardot ; .   Mosquée Emir Abdelkader ; .   Statue de Constantin & Gare Ferroviaire ; .   Pont Mellah Slimane ; .   Pont Sidi Rachid ; .   Pont du Diable ; .   Rue de Yougoslavie ; .   Pont du Pigeon ; .   Pont de Sidi M'Sid ; .   Monument aux Morts ; .   Jardin de Sousse ; .   Pont Bab Al Qantara ; .   Pont Ottoman ; .   Pont Romain & Derb EL Siyah ; .   Théâtre Régional de Constantine ; .   Diner traditionnelle le Vendredi : Salade Algérienne + Chorba Frik + Chekhchoukha au Poulet + Boissons soft et eau Minérale + Thé Maison) ; .   Soirée Musicale animée par un Groupe Local de MALOUF. .  (Guelma) : .   Visiter de la Grotte Ben Osmane ; .   Tahmima dans complexe touristique thermal (Hammam Meskhoutine) des chambres privées ; .   Visiter les fameuses Chutes de Hamam Debagh ; .   Visite du Lieu de Naissance de l'Ancien Président Houari Boumediene ""Mohamed Boukherouba"" ; .   Visite de la Ville de Guelma ; .   Visite du Théâtre Romain de Guelma. .  .  Vous pouvez consulter le Programme sur le lien suivant: . https://facebook.com/events/s/sejour a constantine guelma ha/5295675603876614/ .  .   Informations_Réservations : .   Pour réserver votre place  il suffit d'envoyer à notre Page Facebook  : Une photo de votre pièce d’identité + Numéro de téléphone suivi du Nom de la Sortie. .  .    Contact : . 0550 63 24 85 . 0799 71 50 30 .  .  خرجة إلى مدينة قسنطينة و قالمة مع تحميمة في حمام المسخوطين  .  .  برنامج 3 ليالي إبتداءا من الجمعة 28 الى الأحد 30 أكتوبر 2022 في فندق قرينلاند الرائع   السعر إبتداءا من 14000 دج  .  . مرحبا بالجميع ",YES ADVENTURE
697,62,"VEN., 28 OCT. . Séjour à Constantine – Guelma – Hammam Meskhoutine",YES ADVENTURE
698,66, Voyage organisé vers Tamanrasset (TASSILI DU HOGGAR  ASSEKREM)  .  .  Du 27 Octobre 2022 au 02 Novembre 2022 ( 7 Jours   6 Nuits) . Départ : Par Avion .  Prix : 68000 Da / Pension Complète .  .  Programme : . Plus transfert par Avion  Alger  Tamanrasset   Alger (Aller Retour) . Déplacement en 4X4  Une fois arrivé à Tamanrasset .  Hébergement en bivouac  .  Pension complète (petit déjeuner + déjeuner + diner) et bien sur le thé sahraoui .  Guide touareg francophone et arabophone .  L’organisation et la logistique complète du circuit. .  Soirée animée durant tout le séjour .  .  Vous pouvez consulter le Programme détaillé sur le lien suivant:  . https://www.facebook.com/events/477885794232196/ .  .   Informations_Réservations : .   Pour réserver votre place  il suffit d'envoyer à notre Page Facebook  : Une photo de votre pièce d’identité + Numéro de téléphone. .   Ensuite un virement de 25000 Da (non remboursable en cas d’annulation de la part du participant) par CCP ou au niveau de l'agence est requis afin de confirmer la réservation  .  .   Contact : .  0550632485 .  0799715030,YES ADVENTURE
